#1k0	rpm	2k0	rpm	3k0	rpm	4k0	rpm	5k0	rpm	6k0	rpm	7k0	rpm	8k0	rpm	9k0	rpm	10k0	rpm	11k0	rpm	12k0	rpm	13k0	rpm	14k0	rpm	15k0	rpm	16k0	rpm	20k0	rpm	25k0	rpm	30k0	rpm	35k0	rpm	40k0	rpm	45k0	rpm	50k0	rpm	55k0	rpm	60k0	rpm	65k0	rpm
7135.997	9923.4	7121.679	9970.5	7132.811	9956.2	7121.839	9973.9	7120.976	9971.3	7109.798	9979	7116.097	9978.5	7117.7	9972.8	7117.395	9979	7102.231	10011	7123.783	9940	7119.4	9970.4	7107.167	9956.3	7107.742	9979	7124.897	9905.4	7102.458	9984.1	7111.932	9983.1	7094.558	9982.5	7096.562	10008	7094.488	9988.6	7096.167	9992.3	7095.935	10008	7097.611	9983.7	7084.659	10013	7083.081	10001	7085.241	9998.9
7166.484	9930.3	7152.025	9977.2	7163.221	9961.6	7152.197	9973.9	7151.369	9960.6	7140.147	9982.1	7146.407	9989.1	7148.077	9961	7147.769	9967.8	7132.5	10000	7154.234	9941.6	7149.759	9973.2	7137.628	9935.2	7138.092	9973.9	7155.453	9907.3	7132.801	9977.2	7142.246	9987.7	7124.882	9980.6	7126.832	10003	7124.791	9996.6	7126.491	9984.1	7126.189	10009	7127.945	9986.5	7114.893	10011	7113.329	10006	7115.51	10004
7196.962	9933.7	7182.336	9989.1	7193.625	9957.3	7182.56	9970.5	7181.74	9968.4	7170.491	9977.7	7176.722	9986.6	7178.467	9962.1	7178.078	9985.8	7162.772	10008	7184.688	9941.9	7180.087	9982.5	7168.096	9936.4	7168.438	9976.4	7185.99	9913.6	7163.151	9976	7172.545	9993.4	7155.202	9991.4	7157.115	9999.3	7155.101	9989.1	7156.833	9977.8	7156.456	10004	7158.241	9994.2	7145.149	10012	7143.584	10008	7145.793	9999.3
7227.461	9920.7	7212.684	9982	7224.043	9952.4	7212.902	9977.9	7212.097	9973	7200.847	9973.9	7207.047	9984.1	7208.839	9968.3	7208.406	9983.4	7193.025	10009	7215.121	9947.6	7210.434	9970.5	7198.544	9942.9	7198.764	9984.1	7216.537	9910.1	7193.464	9987.8	7202.854	9991.5	7185.514	9988	7187.354	10013	7185.433	9976	7187.182	9981.9	7186.711	10008	7188.552	9988.9	7175.398	10006	7173.836	10009	7176.048	10008
7257.958	9927	7243.031	9976.2	7254.461	9953.8	7243.247	9976.6	7242.474	9960.7	7231.186	9975.5	7237.395	9982.4	7239.218	9966	7238.751	9976.8	7223.261	10013	7245.575	9938.6	7240.805	9968.8	7228.959	9953.8	7229.103	9979	7247.094	9906.8	7223.813	9975.8	7233.164	9989.1	7215.853	9979	7217.642	10002	7215.758	9980.6	7217.481	9993.3	7216.944	10014	7218.876	9984.1	7205.634	10014	7204.124	10003	7206.346	9993.7
7288.421	9938.2	7273.387	9973.9	7284.849	9963.8	7273.617	9968.9	7272.864	9962.8	7261.515	9985.4	7267.689	9990.8	7269.59	9968.9	7269.093	9977.8	7253.527	10001	7276.054	9932.4	7271.179	9968.9	7259.405	9943.7	7259.458	9972.8	7277.642	9913.6	7254.159	9977.3	7263.494	9982.8	7246.198	9979	7247.93	9996	7246.044	9998.1	7247.798	9986.9	7247.196	10008	7249.207	9983.7	7235.876	10017	7234.387	10006	7236.63	9997.9
7318.919	9926.3	7303.712	9984.1	7315.203	9963.8	7303.972	9973.9	7303.22	9973.9	7291.858	9978	7298.007	9985.7	7299.977	9963	7299.441	9975.6	7283.794	10004	7306.546	9928.6	7301.522	9977.9	7289.884	9932.1	7289.789	9982.2	7308.15	9923.6	7284.501	9979	7293.797	9997.7	7276.497	9993	7278.198	10004	7276.342	9993.3	7278.128	9982.6	7277.459	10007	7279.507	9993.5	7266.112	10014	7264.645	10011	7266.897	10004
7349.427	9923.6	7334.073	9972.5	7345.634	9948.7	7334.284	9987.6	7333.57	9976	7322.232	9967.5	7328.341	9981.1	7330.352	9967.9	7329.78	9979	7314.066	10007	7336.977	9948.5	7331.902	9968.5	7320.371	9930.4	7320.104	9987.5	7338.664	9920.9	7314.825	9986.4	7324.116	9985.8	7306.814	9986.3	7308.47	10007	7306.675	9986.3	7308.459	9983	7307.699	10012	7309.826	9985.9	7296.364	10009	7294.914	10004	7297.165	10000
7379.926	9927	7364.445	9965.2	7376.035	9955.7	7364.647	9970.6	7363.928	9972.2	7352.589	9973.9	7358.657	9986.9	7360.716	9970.9	7360.135	9973.9	7344.307	10017	7367.441	9937.4	7362.297	9966.5	7350.842	9938.6	7350.42	9987.6	7369.193	9910.7	7345.149	9984	7354.441	9984.1	7337.157	9977.1	7338.751	9995.9	7336.985	9989.1	7338.772	9987.8	7337.931	10011	7340.157	9982.6	7326.599	10014	7325.203	10002	7327.453	10001
7410.417	9925.7	7394.794	9965.2	7406.407	9968.5	7395.003	9973.9	7394.314	9963.8	7382.9	9989.1	7388.941	9997.5	7391.087	9968.7	7390.485	9975.3	7374.56	10009	7397.922	9931.9	7392.641	9977.5	7381.342	9931.1	7380.767	9982.1	7399.704	9922.2	7375.513	9971.1	7384.751	9988.2	7367.499	9979	7369.039	10003	7367.285	9993.6	7369.104	9975.8	7368.187	10007	7370.489	9983.1	7356.818	10019	7355.467	10001	7357.736	9998.4
7440.894	9933.7	7425.19	9966.8	7436.784	9967.7	7425.333	9982	7424.686	9968.9	7413.242	9979	7419.236	9994.2	7421.464	9966.5	7420.811	9983.4	7404.815	10009	7428.399	9933.7	7422.966	9984.1	7411.874	9918.6	7411.093	9984	7430.203	9926.6	7405.854	9978.7	7415.061	9989.1	7397.811	9988.9	7399.327	10001	7397.599	9988.1	7399.446	9977.9	7398.459	10008	7400.802	9988.2	7387.061	10011	7385.733	10001	7388.02	9999.3
7471.402	9922.8	7455.555	9971.1	7467.174	9962.3	7455.664	9976.1	7455.032	9976.4	7443.587	9977.7	7449.545	9989	7451.836	9968.9	7451.153	9977.6	7435.068	10009	7458.847	9943.5	7453.312	9970.5	7442.351	9933.6	7441.403	9985.8	7460.712	9923.6	7436.183	9983.9	7445.385	9984.1	7428.14	9983.5	7429.581	10007	7427.929	9983.1	7429.796	9975.7	7428.708	10006	7431.15	9975.8	7417.334	10007	7415.988	10008	7418.283	10006
7501.933	9920.9	7485.95	9966.6	7497.565	9963.8	7486.023	9971.9	7485.402	9965.2	7473.935	9982.3	7479.858	9989.1	7482.186	9979	7481.533	9966	7465.289	10019	7489.317	9935.5	7483.682	9968.2	7472.782	9948.7	7471.713	9989.1	7491.239	9917.4	7466.531	9982.4	7475.726	9978.5	7458.48	9978.7	7459.862	9995.9	7458.254	9980.8	7460.12	9980.9	7458.945	10013	7461.49	9979	7447.568	10014	7446.272	9998.6	7448.566	9999
7532.416	9931	7516.308	9973.9	7527.909	9977	7516.384	9972.3	7515.79	9963.4	7504.268	9986.9	7510.161	9997.7	7512.561	9967.3	7511.892	9972.8	7495.527	10012	7519.778	9938.6	7514.057	9968	7503.248	9936	7502.055	9977.3	7521.787	9913.6	7496.872	9979	7506.054	9983.3	7488.81	9983	7490.145	9999.3	7488.554	9993.7	7490.45	9983.7	7489.213	10004	7491.84	9975.6	7477.79	10018	7476.512	10012	7478.862	9991.3
7562.927	9922.5	7546.65	9979	7558.302	9966.1	7546.741	9973.9	7546.162	9968.9	7534.609	9979	7540.457	9993.9	7542.947	9963.8	7542.238	9976.4	7525.812	9999.3	7550.225	9943.7	7544.397	9979	7533.727	9933.3	7532.386	9982.9	7552.304	9920.2	7527.19	9979	7536.368	9988.1	7519.122	9988.3	7520.415	10002	7518.853	9992.9	7520.799	9979	7519.492	9996	7522.159	9986	7508.039	10006	7506.754	10017	7509.148	9999.3
7593.441	9922.2	7577.026	9967.4	7588.69	9963.4	7577.052	9988.4	7576.526	9970.5	7564.97	9971.7	7570.774	9985.9	7573.324	9961	7572.598	9971.6	7556.049	10013	7580.644	9952	7574.743	9976.4	7564.191	9937.9	7562.705	9991.7	7582.832	9910.7	7557.552	9971.6	7566.716	9981.6	7549.451	9983.8	7550.702	10002	7549.17	9987.3	7551.149	9975.3	7549.76	10004	7552.508	9981.7	7538.292	10009	7537.007	10009	7539.4	10009
7623.967	9917.2	7607.411	9960.3	7619.099	9955.8	7607.412	9971.8	7606.92	9960.3	7595.325	9970.3	7601.073	9992.8	7603.696	9968.9	7602.969	9968.9	7586.283	10014	7611.113	9930.1	7605.123	9965.3	7594.662	9935.5	7593.018	9988	7613.411	9903.7	7587.895	9977.9	7597.064	9982.3	7579.784	9986.6	7580.998	9994.2	7579.484	9988.9	7581.461	9988.2	7580.014	10008	7582.848	9981.5	7568.53	10013	7567.276	10000	7569.684	9998
7654.475	9923.6	7637.8	9960.2	7649.44	9979	7637.782	9965.4	7637.31	9963.1	7625.666	9979	7631.342	10003	7634.071	9967.8	7633.323	9973.9	7616.535	10009	7641.578	9937.2	7635.481	9973.1	7625.123	9938.6	7623.367	9979	7643.964	9908.6	7618.27	9967.8	7627.39	9984	7610.093	9989.1	7611.283	9997.7	7609.769	9998.1	7611.792	9982.6	7610.292	10001	7613.177	9983.8	7598.773	10017	7597.529	10009	7599.979	9991.2
7684.992	9925.9	7668.14	9975.4	7679.803	9970.8	7668.161	9971.1	7667.69	9965.6	7656.022	9973.1	7661.637	9994.2	7664.444	9968.9	7663.652	9982.4	7646.79	10008	7672.05	9935.4	7665.83	9981.7	7655.6	9933.7	7653.699	9975.5	7674.49	9917.4	7648.61	9979	7657.708	9991.5	7640.378	9997.7	7641.551	10004	7640.079	9991.4	7642.131	9981.9	7640.576	9997.5	7643.488	9989.1	7629.026	10009	7627.771	10017	7630.249	10002
7715.501	9923.6	7698.511	9965.4	7710.183	9971.3	7698.501	9979	7698.046	9973.9	7686.409	9963.3	7691.936	9992.9	7694.821	9967	7693.997	9976.3	7677.033	10014	7702.482	9948.7	7696.186	9973.9	7686.08	9933.2	7684.024	9984.1	7705.054	9908.6	7678.957	9970.6	7688.021	9987.8	7670.662	9999.1	7671.829	10002	7670.404	9984.1	7672.455	9981.2	7670.846	10003	7673.829	9979	7659.299	10007	7658.026	10008	7660.519	10003
7746.026	9917.9	7728.9	9963.5	7740.532	9975.5	7728.859	9972.6	7728.38	9973.9	7716.78	9968.9	7722.23	9996.7	7725.207	9963.8	7724.367	9968.9	7707.272	10012	7732.932	9942.2	7726.519	9973.9	7716.529	9943.7	7714.355	9982.9	7735.614	9900.2	7709.317	9972.1	7718.376	9973.4	7700.957	9990.5	7702.113	9998.9	7700.719	9987.4	7702.775	9991.6	7701.115	10003	7704.175	9977.5	7689.538	10012	7688.289	10007	7690.815	9994.2
7776.503	9933.7	7759.309	9955.3	7770.843	9989.1	7759.215	9973.9	7758.785	9950.7	7747.13	9975.8	7752.504	10001	7755.601	9960.3	7754.709	9977.9	7737.526	10008	7763.365	9947.4	7756.906	9963.7	7746.979	9942.7	7744.687	9982	7766.172	9906.2	7739.69	9968.1	7748.708	9981.6	7731.235	10001	7732.41	9993.7	7731.015	9991.2	7733.088	9987	7731.386	10002	7734.501	9984.1	7719.775	10013	7718.541	10009	7721.117	9997.8
7806.986	9931.9	7789.667	9975.3	7801.173	9982.5	7789.545	9982	7789.173	9963	7777.472	9979	7782.815	9989.1	7786.007	9956.8	7785.033	9984.1	7767.794	10000	7793.802	9946.2	7787.237	9982.4	7777.45	9935.7	7775.052	9973.9	7796.694	9918.6	7770.047	9975.3	7779.018	9988.8	7761.5	10001	7762.705	9994.2	7761.331	9987.3	7763.427	9979	7761.686	9992.7	7764.804	9984.1	7750.028	10009	7748.774	10016	7751.405	10001
7837.479	9928.6	7820.037	9965.7	7831.514	9979	7819.871	9984.1	7819.543	9968.9	7807.818	9977.3	7813.128	9988.7	7816.399	9961.8	7815.374	9978.3	7798.066	10008	7824.228	9953.8	7817.6	9976.4	7807.898	9943.6	7805.364	9988.5	7827.238	9910.8	7800.373	9984.1	7809.342	9984.1	7791.784	9999.3	7792.992	10001	7791.686	9973.9	7793.752	9984.1	7791.954	10004	7795.198	9960.6	7780.284	10008	7779.031	10012	7781.658	10009
7867.977	9927.3	7850.411	9968.5	7861.857	9977.9	7850.212	9978.5	7849.937	9966.9	7838.148	9983.4	7843.428	9993.1	7846.77	9968.9	7845.717	9977.8	7828.307	10011	7854.67	9943.7	7847.969	9965.4	7838.314	9953.7	7835.692	9983.8	7857.791	9908	7830.716	9977.9	7839.682	9979	7822.063	9996	7823.286	9994.2	7822.01	9981.1	7824.062	9989.1	7822.241	10003	7825.554	9973.9	7810.521	10012	7809.285	10008	7811.942	9999.3
7898.439	9938.6	7880.805	9966.1	7892.182	9980.7	7880.569	9973.4	7880.31	9968.9	7868.46	9989.1	7873.708	9996.2	7877.164	9966.2	7876.06	9978.6	7858.574	10004	7885.122	9941	7878.315	9976.2	7868.736	9951.4	7866.04	9976	7888.345	9908.6	7861.072	9973.9	7869.996	9987.4	7852.337	10006	7853.604	9986.1	7852.318	9986	7854.393	9976	7852.539	9993	7855.879	9984.1	7840.757	10015	7839.522	10013	7842.227	9999.3
7928.937	9927.1	7911.179	9968.9	7922.531	9975.7	7910.939	9968.9	7910.669	9972.3	7898.804	9977.1	7904.003	9994.2	7907.589	9953.8	7906.384	9980.5	7888.807	10004	7915.593	9938.6	7908.657	9978.7	7899.183	9943.7	7896.379	9979	7918.868	9918	7891.402	9982.6	7900.315	9991.8	7882.593	10011	7883.921	9992.2	7882.648	9983.9	7884.735	9979	7882.856	9992.2	7886.183	9984.1	7871.005	10005	7869.758	10014	7872.493	10001
7959.452	9920.6	7941.574	9967.2	7952.89	9973.2	7941.264	9984.1	7941.012	9977	7929.163	9972.4	7934.313	9989.1	7937.991	9958.4	7936.725	9978.3	7919.125	9985.9	7946.011	9952.9	7939.002	9976.5	7929.584	9958.8	7926.72	9977.7	7949.421	9907.3	7921.741	9981.7	7930.619	9989	7912.88	10003	7914.205	9999.3	7912.973	9980.6	7915.051	9986.9	7913.152	9993.9	7916.577	9966.8	7901.278	10007	7899.996	10013	7902.762	10004
7989.933	9932.9	7971.984	9955.7	7983.25	9972.4	7971.643	9965.3	7971.398	9963.8	7959.52	9973.6	7964.614	9992.7	7968.367	9966.1	7967.083	9972.1	7949.367	10017	7976.452	9948.7	7969.362	9971.6	7959.961	9966.9	7957.076	9972.8	7979.999	9903.7	7952.083	9978.3	7960.948	9983.1	7943.135	10008	7944.498	9990.9	7943.304	9983.4	7945.37	9991.4	7943.44	10001	7946.923	9977.5	7931.541	10007	7930.269	10007	7933.048	9998.8
8020.371	9946.3	8002.394	9961.6	8013.596	9977.4	8002.016	9968.9	8001.77	9968.2	7989.862	9978.5	7994.897	9999.3	7998.768	9958.8	7997.446	9971.1	7979.622	10008	8006.899	9943	7999.721	9972.2	7990.335	9968.9	7987.454	9965.5	8010.554	9907.7	7982.438	9973.9	7991.26	9988.5	7973.388	10009	7974.796	9993.7	7973.622	9992.3	7975.694	9980.9	7973.734	9994.2	7977.265	9979	7961.773	10011	7960.526	10012	7963.35	9997.7
8050.819	9943.7	8032.772	9971.5	8043.958	9971.5	8032.371	9973.9	8032.159	9963.3	8020.217	9973.8	8025.199	9997.1	8029.175	9956	8027.777	9982.1	8009.887	10006	8037.349	9943.2	8030.064	9976.8	8020.684	9968.9	8017.794	9979	8041.077	9918.6	8012.767	9983	8021.563	9997.4	8003.624	10015	8005.091	9994.2	8003.937	9987.7	8006.043	9975.8	8004.051	9986	8007.581	9986.7	7992.044	10002	7990.76	10014	7993.634	9999.3
8081.244	9943.7	8063.167	9966.9	8074.352	9966.7	8062.702	9982.3	8062.538	9971.1	8050.576	9973.9	8055.518	9985.7	8059.577	9958.8	8058.124	9970.4	8040.137	10005	8067.765	9952.7	8060.444	9966	8051.076	9961.1	8048.119	9984.1	8071.639	9905	8043.08	9988.6	8051.883	9991.7	8033.861	10014	8035.379	10002	8034.285	9982.3	8036.368	9984.1	8034.386	9984	8037.93	9981.8	8022.331	10003	8021.032	10007	8023.888	10008
8111.707	9937.8	8093.555	9963.4	8104.709	9973.9	8093.061	9971.7	8092.903	9965.3	8080.911	9981.3	8085.828	9985.9	8089.953	9966.9	8088.497	9968.9	8070.38	10017	8098.214	9941.4	8090.82	9967.4	8081.417	9979	8078.459	9978.5	8102.232	9898.3	8073.412	9982.4	8082.197	9988.1	8064.124	10007	8065.674	9994.2	8064.608	9986.3	8066.679	9988.9	8064.69	9996.9	8068.272	9977.5	8052.583	10009	8051.295	10007	8054.173	9998.2
8142.123	9953.3	8123.945	9963.8	8135.049	9979	8123.425	9970.8	8123.291	9962.1	8111.258	9983	8116.113	9999	8120.341	9962.3	8118.847	9979	8100.631	10005	8128.678	9936.6	8121.19	9965.6	8111.772	9973.9	8108.802	9977.1	8132.791	9906	8103.755	9976.8	8112.521	9984.1	8094.362	10012	8095.984	9991.4	8094.909	9992.1	8097.01	9982	8094.984	9994.2	8098.613	9979	8082.826	10017	8081.545	10006	8084.466	9996.7
8172.594	9938.6	8154.317	9965.7	8165.411	9971.3	8153.767	9978.1	8153.693	9958.7	8141.599	9979	8146.417	9996.8	8150.744	9957.4	8149.195	9975.8	8130.904	10007	8159.124	9943.7	8151.539	9981.7	8142.119	9976.4	8139.149	9976.4	8163.333	9911.7	8134.094	9981.3	8142.822	9992.6	8124.596	10014	8126.302	9992.4	8125.25	9978.9	8127.36	9973.9	8125.294	9989.1	8128.939	9984.1	8113.098	10008	8111.786	10017	8114.749	9999.3
8203.016	9938.6	8184.711	9967.9	8195.802	9962.7	8184.115	9975.8	8184.088	9960.7	8171.942	9977.8	8176.727	9989.1	8181.147	9958.8	8179.535	9979	8161.144	10011	8189.548	9943.7	8181.902	9970.4	8172.483	9970.8	8169.474	9984.1	8193.879	9911.9	8164.405	9989.1	8173.131	9991.5	8154.851	10008	8156.585	9998.1	8155.558	9978.9	8157.685	9984.1	8155.594	9992.2	8159.278	9981.9	8143.35	10009	8142.034	10006	8145.018	10004
8233.515	9920.8	8215.106	9966.2	8226.211	9961.4	8214.46	9977.4	8214.499	9955.3	8202.272	9983.5	8207.04	9988.9	8211.517	9968.9	8209.879	9978.8	8191.401	10012	8220.039	9928.6	8212.294	9961	8202.817	9981.1	8199.813	9979	8224.423	9911.1	8194.745	9981.4	8203.441	9988.9	8185.121	10004	8186.883	9992.9	8185.905	9970.5	8188.016	9983.4	8185.879	9998.8	8189.622	9976.8	8173.569	10009	8172.289	10007	8175.312	9991.2
8263.978	9938.2	8245.497	9962	8256.572	9972.3	8244.823	9970.8	8244.907	9956.2	8232.57	9992.8	8237.326	9997.6	8241.927	9955.9	8240.227	9975.9	8221.673	10008	8250.501	9937.9	8242.654	9971.7	8233.157	9979	8230.156	9976.5	8254.99	9903.7	8225.085	9979	8233.754	9988.1	8215.357	10004	8217.193	9988.7	8216.218	9987.6	8218.356	9978.8	8216.173	9994.2	8219.962	9979	8203.843	10007	8202.562	10007	8205.62	9991.9
8294.457	9933.7	8275.887	9963.8	8286.952	9965.9	8275.166	9976.9	8275.322	9953.7	8262.9	9983.4	8267.622	9994.1	8272.316	9962	8270.561	9984	8251.94	10003	8280.958	9938.6	8272.983	9982.5	8263.533	9966.6	8260.504	9975.5	8285.512	9918.6	8255.414	9983.8	8264.051	9994.1	8245.645	10002	8247.504	9989.1	8246.568	9981.8	8248.726	9968.9	8246.484	9988.2	8250.288	9984.1	8234.082	10013	8232.796	10014	8235.917	9994.2
8324.942	9936.6	8306.28	9962.7	8317.337	9966.1	8305.515	9981.3	8305.693	9968.5	8293.25	9975.9	8297.936	9987.4	8302.705	9963.8	8300.919	9972	8282.209	10003	8311.396	9940.7	8303.33	9971	8293.894	9971.7	8290.828	9980.6	8316.06	9913.6	8285.723	9991.8	8294.368	9985.5	8275.908	10006	8277.799	9994.2	8276.916	9975.5	8279.065	9978.7	8276.797	9987.6	8280.633	9977.5	8264.353	10003	8263.067	10008	8266.185	10004
8355.422	9933.4	8336.68	9955.2	8347.71	9968.9	8335.859	9977.3	8336.083	9962.8	8323.58	9983.5	8328.262	9980.4	8333.069	9970.7	8331.305	9963.2	8312.457	10006	8341.848	9941.3	8333.708	9960.8	8324.254	9972.7	8321.172	9976.4	8346.612	9908.6	8316.036	9988.2	8324.681	9987.5	8306.201	9996.9	8308.109	9991.4	8307.266	9981.5	8309.393	9983.9	8307.092	9994.2	8310.996	9970.6	8294.61	10012	8293.33	10007	8296.479	9990.8
8385.875	9942.3	8367.068	9963.8	8378.065	9970.4	8366.222	9970.8	8366.471	9963.8	8353.895	9988	8358.572	9989.1	8363.446	9960.5	8361.691	9963.8	8342.74	9999.3	8372.325	9933	8364.095	9963.8	8354.631	9960.8	8351.517	9970.5	8377.166	9908.2	8346.38	9976.9	8354.989	9989	8336.489	10002	8338.423	9987.1	8337.577	9989.1	8339.728	9979	8337.391	9992.5	8341.341	9977.5	8324.853	10017	8323.582	10009	8326.776	9993.8
8416.372	9927.4	8397.408	9975.4	8408.441	9967.5	8396.561	9979	8396.831	9971.9	8384.227	9982.6	8388.912	9978.7	8393.832	9960.2	8392.034	9978.4	8373.024	9998.4	8402.793	9936.1	8394.452	9973.9	8385.034	9958.3	8381.866	9979	8407.703	9910.1	8376.706	9984.1	8385.289	9992.9	8366.773	9999.3	8368.747	9984.1	8367.905	9983.2	8370.083	9973.9	8367.719	9985.4	8371.657	9986.6	8355.106	10009	8353.819	10013	8357.061	9998.6
8446.868	9928.6	8427.788	9971.1	8438.835	9967.8	8426.908	9976.7	8427.207	9967.2	8414.567	9981.7	8419.268	9973.9	8424.193	9971.3	8422.393	9971.9	8403.308	9997.5	8433.229	9946.3	8424.812	9971.5	8415.421	9963.8	8412.177	9989.1	8438.24	9913.6	8407.022	9987.3	8415.588	9993.3	8397.023	9999.3	8399.041	9994.2	8398.254	9976	8400.413	9982.4	8398.02	9992.3	8401.989	9976.1	8385.325	10009	8384.087	10004	8387.334	10007
8477.33	9938.6	8458.161	9968.9	8469.193	9973.9	8457.254	9976.8	8457.581	9968.1	8444.865	9992.1	8449.596	9983.2	8454.535	9977.6	8452.786	9966.2	8433.574	10004	8463.715	9933.7	8455.19	9966.6	8445.766	9977.9	8442.526	9981.9	8468.783	9905.6	8437.347	9984.1	8445.916	9983.6	8427.348	9980.6	8429.338	9993.7	8428.589	9986.4	8430.728	9987.7	8428.318	9993.5	8432.344	9973.9	8415.606	9995.7	8414.356	10005	8417.628	9996.9
8507.77	9945.7	8488.519	9973.7	8499.533	9979	8487.61	9973.9	8487.969	9963.8	8475.162	9993.1	8479.92	9981.2	8484.875	9979	8483.173	9963.8	8463.871	9992.9	8494.196	9931.6	8485.562	9968.9	8476.144	9971.2	8472.866	9979	8499.338	9907.8	8467.688	9979	8476.232	9986.8	8457.667	9992.6	8459.647	9989.1	8458.892	9996.7	8461.06	9981.6	8458.62	9992.2	8462.694	9975.9	8445.814	10022	8444.61	10008	8447.91	9999.3
8538.242	9938.6	8518.845	9980.5	8529.911	9960.7	8517.954	9976.8	8518.328	9972.8	8505.475	9988.5	8510.268	9976	8515.206	9982.2	8513.538	9970.4	8494.172	9992.8	8524.683	9933.7	8515.892	9982.6	8506.521	9967.2	8503.194	9983.7	8529.866	9916.2	8498.007	9979	8506.526	9994.2	8487.934	10001	8489.962	9987.3	8489.201	9991.8	8491.405	9977.4	8488.96	9979	8493.005	9989.1	8476.068	10008	8474.847	10015	8478.19	9996.1
8568.744	9931.4	8549.186	9981.2	8560.303	9962.7	8548.282	9983.3	8548.667	9979	8535.8	9984.1	8540.611	9978.8	8545.545	9979	8543.914	9960.7	8524.471	9993.7	8555.133	9942.6	8546.231	9979	8536.862	9978.1	8533.502	9985.9	8560.419	9908.6	8528.366	9971.8	8536.835	9989.1	8518.231	9994.1	8520.262	9992.9	8519.519	9992.6	8521.73	9980.6	8519.27	9988.8	8523.35	9977.5	8506.321	10009	8505.099	10009	8508.446	10008
8599.221	9935.9	8579.531	9977.2	8590.676	9968.9	8578.625	9977.7	8579.046	9965.6	8566.116	9987	8570.961	9981.5	8575.894	9981.8	8574.32	9950.5	8554.756	9999.3	8585.629	9927.1	8576.589	9972.6	8567.203	9979	8563.826	9984	8590.997	9903.7	8558.711	9976.5	8567.163	9983	8548.54	9991.5	8550.562	9992.3	8549.838	9985.7	8552.039	9991.5	8549.588	9986	8553.695	9976.9	8536.54	10009	8535.381	9995.8	8538.741	9996.6
8629.667	9940.5	8609.875	9978.7	8621.007	9982.7	8608.981	9973.9	8609.401	9973.9	8596.41	9994.2	8601.274	9988.6	8606.222	9983.8	8604.709	9962.6	8585.042	9997.4	8616.13	9930.8	8606.947	9973.5	8597.558	9973.9	8594.167	9978	8621.565	9903.3	8589.067	9973.5	8597.475	9987.2	8578.865	9984.1	8580.882	9984.1	8580.132	9991.2	8582.354	9986.6	8579.921	9986.5	8584.026	9982.6	8566.814	10007	8565.618	10013	8569.024	9999.3
8660.145	9933.7	8640.201	9984.1	8651.349	9979	8639.313	9976.1	8639.745	9977.1	8626.706	9993	8631.591	9986.8	8636.562	9977.8	8635.065	9973.9	8615.354	9988.5	8646.607	9933.6	8637.281	9980.7	8627.892	9973.9	8624.516	9981.3	8652.104	9912.7	8619.431	9971	8627.795	9985.7	8609.16	9994.2	8611.191	9985.7	8610.43	9994.1	8612.693	9979	8610.25	9983.3	8614.341	9987.6	8597.066	10009	8595.857	10012	8599.274	9999.3
8690.6	9933.7	8670.544	9978.2	8681.713	9970.3	8669.657	9977.5	8670.088	9978.9	8657.032	9981	8661.921	9982.6	8666.918	9973.2	8665.423	9972.4	8645.665	9989.1	8677.053	9943.6	8667.627	9971.1	8658.278	9963.8	8654.817	9992.5	8682.66	9907.2	8649.759	9983.3	8658.106	9989.1	8639.469	9991.4	8641.474	9999.3	8640.729	9993.9	8643.036	9977.6	8640.581	9983	8644.681	9979	8627.335	10004	8626.13	10007	8629.572	9993.3
8721.124	9918.4	8700.908	9971	8712.058	9977.2	8700.005	9981.7	8700.447	9972	8687.347	9987.8	8692.27	9982.1	8697.266	9981.2	8695.794	9968.9	8675.963	9993.7	8707.514	9937.5	8697.997	9968.5	8688.587	9985.5	8685.166	9981.7	8713.233	9901.4	8680.102	9977.6	8688.435	9983.1	8669.799	9982.6	8671.777	9996.9	8671.014	9997.2	8673.347	9989.1	8670.894	9987.7	8675.026	9977.4	8657.59	10008	8656.398	10004	8659.876	9997
8751.585	9938.6	8731.255	9977.5	8742.37	9988.6	8730.347	9977	8730.84	9955.9	8717.65	9996.6	8722.582	9989.1	8727.612	9971	8726.148	9973.9	8706.273	9989.1	8737.99	9933.7	8728.34	9977.4	8718.933	9971	8715.496	9983	8743.816	9898.2	8710.458	9973.9	8718.749	9987.8	8700.126	9984.1	8702.095	9991.8	8701.303	9996.1	8703.696	9981.2	8701.209	9987	8705.366	9979	8687.822	10011	8686.65	10009	8690.175	9992.5
8782.049	9938.2	8761.566	9989.1	8772.7	9983.7	8760.702	9973.9	8761.219	9965.6	8747.961	9989.2	8752.913	9982.4	8757.983	9968.9	8756.473	9980.4	8736.621	9975.3	8768.456	9937.4	8758.669	9983.1	8749.327	9966.7	8745.829	9986.9	8774.379	9908.6	8740.807	9981.7	8749.053	9990.9	8730.436	9989.1	8732.398	9997.6	8731.603	9992.4	8734.046	9979	8731.548	9979	8735.716	9981.8	8718.106	9999.3	8716.893	10011	8720.471	9994.2
